dia_viaje,circuito,posicion,levantado,porcentaje_llenado,motivo_no_levante,contenedor_activo,condiciones_contenedor,id_viaje,turno,fecha_pasaje,numero_caja,contenedor_gid,the_geom,ubicacion,prioridad
2026-03-22,B_05,1,S,50,,S,,50305,Matutino,2026-03-22 03:35:20,,178078,"POINT (  574543.289270430,   6136380.57580249)",DR JAVIER BARRIOS AMORIN 973 EN 961/ 973 EN 961/ 973,0
2026-03-22,B_05,2,S,50,,S,Basura Afuera,50305,Matutino,2026-03-22 03:35:25,,178079,"POINT (  574533.522677510,   6136509.62627427)",DR JAVIER BARRIOS AMORIN 1043 FTE 1050 FTE 1050,0
2026-03-22,B_05,3,S,50,,S,Basura Afuera,50305,Matutino,2026-03-22 03:35:29,,178080,"POINT (  574543.955080200,   6136540.72877707)",DR JAVIER BARRIOS AMORIN 1058 ,0
2026-03-22,B_05,4,S,75,,S,Basura Afuera,50305,Matutino,2026-03-22 03:35:32,,178081,"POINT (  574532.631330110,   6136705.78671268)",DR JAVIER BARRIOS AMORIN 1144 ,0
2026-03-22,B_05,5,S,50,,S,Basura Afuera,50305,Matutino,2026-03-22 03:35:35,,178082,"POINT (  574532.429003420,   6136708.22440847)",DR JAVIER BARRIOS AMORIN 1146 EN 1144/1146 EN 1144/1146,0
2026-03-22,B_05,6,S,75,,S,Basura Afuera,50305,Matutino,2026-03-22 03:40:07,,178083,"POINT (  574521.581635440,   6136817.42784860)",DR JAVIER BARRIOS AMORIN Esq. CANELONES PDO 1192. ESQ SORIANO PDO 1192. ESQ SORIANO,0
2026-03-22,B_05,7,S,75,,S,Basura Afuera,50305,Matutino,2026-03-22 03:40:04,,178084,"POINT (  574516.279871280,   6136885.29042985)",DR JAVIER BARRIOS AMORIN 1223 FTE 1225. MURO FTE 1225. MURO,0
2026-03-22,B_05,8,S,75,,S,,50305,Matutino,2026-03-22 03:40:01,,178085,"POINT (  574500.223850890,   6136949.24213544)",DR JAVIER BARRIOS AMORIN 1251 FTE 1251. ARBOL/ARBOL FTE 1251. ARBOL/ARBOL,0
2026-03-22,B_05,9,S,50,,S,,50305,Matutino,2026-03-22 03:05:49,,179497,"POINT (  574491.974214680,   6137134.00837565)",CONSTITUYENTE 1459 EN 1459. VEREDA EN 1459. VEREDA,0
2026-03-22,B_05,10,S,50,,S,,50305,Matutino,2026-03-22 03:05:54,,178086,"POINT (  574491.803566210,   6137135.77174311)",CONSTITUYENTE 1459 EN 1459. VEREDA EN 1459. VEREDA,0
2026-03-22,B_05,11,S,75,,S,,50305,Matutino,2026-03-22 03:05:56,,178087,"POINT (  574491.519152110,   6137137.42134494)",CONSTITUYENTE 1459 EN 1459. VEREDA EN 1459. VEREDA,0
2026-03-22,B_05,12,S,50,,S,,50305,Matutino,2026-03-22 03:01:17,,178088,"POINT (  574612.908703640,   6137187.04609241)",VAZQUEZ 1385 EN 1385. FTE 1390 EN 1385. FTE 1390,0
2026-03-22,B_05,13,S,50,,S,Basura Afuera,50305,Matutino,2026-03-22 03:01:22,,178089,"POINT (  574613.787548580,   6137185.66505035)",VAZQUEZ 1385 EN 1385. FTE 1390 EN 1385. FTE 1390,0
2026-03-22,B_05,14,S,50,,S,,50305,Matutino,2026-03-22 03:01:26,,179574,"POINT (  574614.387420920,   6137184.16459404)",VAZQUEZ 1385 EN 1385. FTE 1390 EN 1385. FTE 1390,0
2026-03-22,B_05,15,S,50,,S,,50305,Matutino,2026-03-22 03:46:59,,179003,"POINT (  574625.751855210,   6137010.45180982)",Q F ANDRES MARTINEZ TRUEBA 1278 ,0
2026-03-22,B_05,16,S,50,,S,Basura Afuera,50305,Matutino,2026-03-22 04:00:16,,178091,"POINT (  574620.378885680,   6136925.08752365)",Q F ANDRES MARTINEZ TRUEBA 1227 EN 1245 EN 1245,0
2026-03-22,B_05,17,S,75,,S,Basura Afuera,50305,Matutino,2026-03-22 04:00:20,,178092,"POINT (  574626.405251030,   6136856.97704028)",Q F ANDRES MARTINEZ TRUEBA 1204 FTE 1206 FTE 1206,0
2026-03-22,B_05,18,S,50,,S,Basura Afuera,50305,Matutino,2026-03-22 04:00:23,,178093,"POINT (  574635.005376580,   6136755.09380110)",Q F ANDRES MARTINEZ TRUEBA 1151 FTE 1058 FTE 1058,0
2026-03-22,B_05,19,S,75,,S,Basura Afuera,50305,Matutino,2026-03-22 04:00:28,,178094,"POINT (  574657.119499790,   6136610.14618497)",Q F ANDRES MARTINEZ TRUEBA 1078 FTE 1089 FTE 1089,0
