dia_viaje,circuito,posicion,levantado,porcentaje_llenado,motivo_no_levante,contenedor_activo,condiciones_contenedor,id_viaje,turno,fecha_pasaje,numero_caja,contenedor_gid,the_geom,ubicacion,prioridad
2026-05-14,B_04,1,S,75,,S,Basura Afuera,57391,Matutino,2026-05-14 02:52:15,,177687,"POINT (  574673.683640346,   6137302.08625601)",TACUAREMBO 1472,0
2026-05-14,B_04,2,S,75,,S,Basura Afuera,57391,Matutino,2026-05-14 04:32:28,,177708,"POINT (  574658.326626828,   6137338.83872040)",TACUAREMBO 1494,0
2026-05-14,B_04,3,N,,Calle Cerrada,S,,57391,Matutino,2026-05-14 02:50:42,,177709,"POINT (  574638.205780252,   6137392.03155299)",TACUAREMBO 1520,0
2026-05-14,B_04,4,S,75,,S,Basura Afuera,57391,Matutino,2026-05-14 02:52:18,,177710,"POINT (  574712.169278165,   6137436.43428950)",CARLOS ROXLO 1475 EN 1469,0
2026-05-14,B_04,5,S,50,,S,,57391,Matutino,2026-05-14 02:00:00,,177711,"POINT (  574752.705166214,   6137320.87250556)",CARLOS ROXLO 1427 MURO SUPERMERCADO,0
2026-05-14,B_04,6,S,50,,S,Basura Afuera,57391,Matutino,2026-05-14 02:52:29,,177712,"POINT (  574753.550050453,   6137318.78514450)",CARLOS ROXLO 1427 MURO SUPERMERCADO,0
2026-05-14,B_04,7,S,75,,S,Basura Afuera,57391,Matutino,2026-05-14 02:52:32,,177715,"POINT (  574833.029789288,   6137371.42281815)",MINAS 1463,0
2026-05-14,B_04,8,S,100,,S,Basura Afuera,57391,Matutino,2026-05-14 02:52:41,,179373,"POINT (  574714.066719986,   6137377.61359304)",COLONIA 1594,0
2026-05-14,B_04,9,S,75,,S,Basura Afuera,57391,Matutino,2026-05-14 02:52:34,,179374,"POINT (  574672.051936797,   6137359.04576950)",COLONIA 1562,0
2026-05-14,B_04,10,S,50,,S,Basura Afuera,57391,Matutino,2026-05-14 02:52:47,,183778,"POINT (  574877.166716541,   6137554.96052256)",MAGALLANES 1494,0
2026-05-14,B_04,11,S,100,,S,Basura Afuera,57391,Matutino,2026-05-14 02:52:49,,177779,"POINT (  574933.907985908,   6137440.05088231)",MAGALLANES 1420 EN 1418/1424,0
2026-05-14,B_04,12,S,100,,S,Basura Afuera,57391,Matutino,2026-05-14 02:52:55,,177780,"POINT (  575028.187127149,   6137467.28597424)",GABOTO 1468 EN 1472,0
2026-05-14,B_04,13,S,50,,S,Basura Afuera,57391,Matutino,2026-05-14 02:52:58,,177781,"POINT (  575007.673253256,   6137506.09751066)",GABOTO 1488 EN 1494,0
2026-05-14,B_04,14,S,75,,S,Basura Afuera,57391,Matutino,2026-05-14 02:53:00,,177782,"POINT (  575006.902917626,   6137507.19089026)",GABOTO 1488 EN 1494,0
2026-05-14,B_04,15,S,100,,S,Basura Afuera,57391,Matutino,2026-05-14 02:53:04,,177783,"POINT (  574969.182290593,   6137589.53977362)",GABOTO 1550 FTE 1543,0
